District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1NOV,B2NOV,C0JS,C1JS,C2JS,D0JS,D1NOV,D2NOV,E0JS,E1JS,E2JS,F0NOV,F1NOV,G0NOV,H0NOV,H1NOV
Dhading,aingchok,4,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Dhading,aingchok,4,25-39,male,Chhetri,,farmer_laborer,,no_difficulty,don_t_know,,,,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_replace_personal_documentation,4_somewhat_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Dhading,aingchok,4,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),clean_water,financial_support,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dhading,mulpani,4,40-54,male,Magar,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),psychosocial_counseling,clean_water,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Dhading,mulpani,4,40-54,male,Dalit,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),livelihoods,financial_support,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,,
Dhading,kalleri,1,25-39,male,Magar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),healthcare,toilets_sanitation,1_not_at_all,reconstruction_process_taking_too_long,donêt_know_how_to_register_for_relief_services,4_somewhat_yes,,,2_not_very_much,renters_excluded_from_distribution,ngo_plans_unclear,1_not_at_all,first_come_first_served,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dhading,kalleri,1,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),clean_water,toilets_sanitation,1_not_at_all,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,5_completely_yes,,,2_not_very_much,relief_distributed_based_on_political_parties,reconstruction_process_taking_too_long,1_not_at_all,first_come_first_served,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,kalleri,1,25-39,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),clean_water,education,1_not_at_all,reconstruction_process_taking_too_long,relief_distributed_based_on_distance_from_road,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,ngo_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,kalleri,2,40-54,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),healthcare,clean_water,1_not_at_all,Government_plans_unclear,government_doesnot_know_what_its_doing,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,1_not_at_all,ngo_plans_unclear,was_promised_relief_but_never_received,1_not_at_all,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,kalleri,2,25-39,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,toilets_sanitation,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,1_not_at_all,ngo_plans_unclear,relief_distributed_based_on_severe_damage,1_not_at_all,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dhading,kalleri,2,25-39,male,Newar,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,healthcare,1_not_at_all,do_not_trust_government,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,do_not_trust_NGOs,reconstruction_process_taking_too_long,2_not_very_much,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,kalleri,2,25-39,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,clean_water,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,renters_excluded_from_distribution,was_promised_relief_but_never_received,2_not_very_much,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,kalleri,2,55+,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,education,1_not_at_all,reconstruction_process_taking_too_long,government_plans_unclear,4_somewhat_yes,,,1_not_at_all,renters_excluded_from_distribution,ngo_plans_unclear,2_not_very_much,first_come_first_served,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dhading,khalte,2,40-54,male,Magar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,clean_water,2_not_very_much,reconstruction_process_taking_too_long,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,ngo_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,first_come_first_served,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,khalte,2,40-54,male,Magar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,education,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,ngo_plans_unclear,reconstruction_process_taking_too_long,2_not_very_much,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dhading,khalte,2,40-54,male,Magar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,toilets_sanitation,1_not_at_all,reconstruction_process_taking_too_long,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,ngo_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,based_on_caste_system,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,,
Dhading,khalte,3,25-39,male,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),clean_water,livelihoods,1_not_at_all,do_not_trust_government,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,renters_excluded_from_distribution,ngo_plans_unclear,2_not_very_much,based_on_caste_system,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,khalte,3,40-54,male,Chhetri,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),healthcare,livelihoods,1_not_at_all,reconstruction_process_taking_too_long,Do_not_trust_government,4_somewhat_yes,,,2_not_very_much,ngo_plans_unclear,reconstruction_process_taking_too_long,2_not_very_much,based_on_political_parties,based_on_caste_systems,2_not_very_much,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Dhading,khalte,3,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,toilets_sanitation,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,ngo_plans_unclear,reconstruction_process_taking_too_long,2_not_very_much,first_come_first_served,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Dolakha,Bhimeshwor,9,25-39,female,Newar,,ngo_worker_bus,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),healthcare,food,4_somewhat_yes,,,2_not_very_much,news_about_government_decisions,how_to_register_for_access_support,4_somewhat_yes,,,1_not_at_all,based_on_caste_system,based_political_parties,1_not_at_all,Other,2_not_very_much,don_t_know,
Dolakha,Sundawati,5,40-54,female,Chhetri,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,2_not_very_much,was_promised_relief_but_never_received,Do_not_trust_government,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_keep_snow_out,4_somewhat_yes,4_not_very_much,
Dolakha,Sundawati,6,25-39,female,Dalit,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),clean_water,healthcare,2_not_very_much,government_does_not_listern_to_my_concerns,reconstruction_process_taking_too_long,1_not_at_all,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,1_not_at_all,relief_distributed_based_on_caste,relief_distributed_based_on_political_parties,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,4_somewhat_yes,local_government
Dolakha,Sunakhani,3,40-54,female,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,2_not_very_much,how_to_get_healthcare_psychosocial_support,news_about_government_decision,2_not_very_much,ngo_plans_unclear,relief_distributed_based_on_political_parties,3_neutral,based_on_political_parties,first_come_first_served,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,5_not_at_all,
Dolakha,Sunakhani,5,15-24,female,Chhetri,,ngo_worker_bus,,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,financial_support,2_not_very_much,reconstruction_process_taking_too_long,government_plans_unclear,2_not_very_much,how_to_get_shelter_materials,news_about_government_decision,2_not_very_much,do_not_trust_NGOs,reconstruction_process_taking_too_long,2_not_very_much,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,4_not_very_much,
Dolakha,Sunakhani,5,15-24,female,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,healthcare,3_neutral,reconstruction_process_taking_too_long,Do_not_trust_government,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,2_not_very_much,was_promised_relief_but_never_received,ngo_plans_unclear,2_not_very_much,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Dolakha,Sundawati,6,25-39,female,Janajati,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,food,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,3_neutral,renters_excluded_from_distribution,was_promised_relief_but_never_received,2_not_very_much,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_keep_snow_out,2_not_very_much,5_not_at_all,
Dolakha,Melung,1,40-54,female,Chhetri,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,financial_support,3_neutral,was_promised_relief_but_never_received,relief_distributed_based_on_political_parties,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,1_not_at_all,based_on_political_parties,based_political_parties,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,5_not_at_all,
Dolakha,Melung,4,40-54,female,Brahmin,,other,not mentioned,yes__some_diff,2_not_very_much,long_term_shelter_(housing),healthcare,toilets_sanitation,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_get_healthcare_psychosocial_support,1_not_at_all,can_t_get_to_distribution_sites,ngo_do_not_listen_to_my_concerns,1_not_at_all,based_on_political_parties,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,5_not_at_all,
Dolakha,Susmachhemawat,3,25-39,female,Janajati,,other,Not mentioned,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,food,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,2_not_very_much,house_shelter_will_not_protect_against_cold,don_t_know,5_not_at_all,
Dolakha,Lamidada,4,40-54,female,Dalit,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,2_not_very_much,relief_distributed_based_on_caste,relief_distributed_based_on_first_come_first_served,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,2_not_very_much,based_on_caste_system,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,5_not_at_all,
Dolakha,Lamidada,4,55+,female,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),healthcare,seeds_and_fertilizers,5_completely_yes,,,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,2_not_very_much,was_promised_relief_but_never_received,relief_distributed_based_on_distance_from_road,3_neutral,first_come_first_served,joint_families,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,5_not_at_all,
Dolakha,Susmachhemawat,3,25-39,female,Janajati,,farmer_laborer,,yes__some_diff,2_not_very_much,financial_support,long_term_shelter__housing,healthcare,1_not_at_all,reconstruction_process_taking_too_long,government_does_not_listen_to_my_concern,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,5_completely_yes,,,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,5_not_at_all,
Dolakha,Susmachhemawat,3,15-24,female,Janajati,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),financial_support,healthcare,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,3_neutral,not_included_in_distributions,reconstruction_process_taking_too_long,2_not_very_much,based_on_caste_system,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,5_not_at_all,
Dolakha,Laduk,2,25-39,female,Tamang,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),healthcare,livelihoods,1_not_at_all,Government_plans_unclear,government_does_not_listen_to_my_concern,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,2_not_very_much,ngo_plans_unclear,relief_distributed_based_on_first_come_first_served,2_not_very_much,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,3_neutral,strangers
Dolakha,Laduk,2,40-54,female,Tamang,,farmer_laborer,,no_difficulty,2_not_very_much,financial_support,long_term_shelter__housing,livelihoods,1_not_at_all,relief_distributed_based_on_caste,reconstruction_process_taking_too_long,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,relief_distributed_based_on_caste,relief_distributed_based_on_first_come_first_served,2_not_very_much,first_come_first_served,joint_families,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,4_not_very_much,
Dolakha,Laduk,4,40-54,female,Tamang,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,healthcare,1_not_at_all,relief_distributed_based_on_caste,relief_distributed_based_on_first_come_first_served,2_not_very_much,how_to_get_shelter_materials,how_to_register_for_access_support,3_neutral,relief_distributed_based_on_caste,was_promised_relief_but_never_received,1_not_at_all,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,3_neutral,ngo_aid_workers
Dolakha,Laduk,4,25-39,female,Chhetri,,government_ser,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,3_neutral,was_promised_relief_but_never_received,ngo_plans_unclear,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Laduk,7,25-39,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,2_not_very_much,relief_distributed_based_on_caste,government_plans_unclear,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,2_not_very_much,based_on_caste_system,joint_families,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dolakha,Laduk,7,25-39,female,Chhetri,,ngo_worker_bus,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,healthcare,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,3_neutral,ngo_plans_unclear,relief_distributed_based_on_distance_from_road,2_not_very_much,first_come_first_served,joint_families,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Dolakha,Laduk,7,25-39,female,Dalit,,farmer_laborer,,yes__some_diff,2_not_very_much,healthcare,long_term_shelter__housing,financial_support,2_not_very_much,relief_distributed_based_on_caste,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,2_not_very_much,was_promised_relief_but_never_received,ngo_plans_unclear,1_not_at_all,based_on_caste_system,joint_families,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,don_t_know,
Dolakha,Bhimeshwor,2,25-39,female,Newar,,ngo_worker_bus,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),education,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,2_not_very_much,Other,4_somewhat_yes,5_not_at_all,
Dolakha,Bhimeshwor,2,15-24,female,Newar,,ngo_worker_bus,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),financial_support,housing_inspections,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,Other,don_t_know,don_t_know,
Dolakha,Bhimeshwor,2,15-24,female,Newar,,ngo_worker_bus,,no_difficulty,3_neutral,long_term_shelter_(housing),livelihoods,financial_support,2_not_very_much,relifef_distributed_based_on_political_parties,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_register_for_access_support,4_somewhat_yes,,,don_t_know,,,1_not_at_all,Other,1_not_at_all,5_not_at_all,
Dolakha,Bhimeshwor,2,15-24,female,Newar,,ngo_worker_bus,,no_difficulty,1_not_at_all,education,long_term_shelter__housing,financial_support,2_not_very_much,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,4_somewhat_yes,,,5_completely_yes,,,don_t_know,,,3_neutral,Other,2_not_very_much,5_not_at_all,
Dolakha,Bhimeshwor,9,25-39,female,Newar,,other,not mentioned,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,food,3_neutral,relief_distributed_based_on_caste,reconstruction_process_taking_too_long,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,1_not_at_all,Other,2_not_very_much,5_not_at_all,
Dolakha,Kavre,2,40-54,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,toilets_sanitation,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,not_enough_blankets,4_somewhat_yes,4_not_very_much,
Dolakha,Kavre,2,25-39,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,renters_excluded_from_distribution,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Kavre,2,40-54,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,not_enough_blankets,4_somewhat_yes,4_not_very_much,
Dolakha,Sahare,8,25-39,female,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,healthcare,2_not_very_much,reconstruction_process_taking_too_long,was_promised_relief_but_never_received,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,4_somewhat_yes,community_members
Dolakha,Sahare,8,40-54,female,Chhetri,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),toilets_sanitation,financial_support,5_completely_yes,,,2_not_very_much,how_to_get_shelter_materials,finding_missing_people,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,don_t_know,
Dolakha,Kavre,2,15-24,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dolakha,Melung,9,25-39,female,Chhetri,,ngo_worker_bus,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),livelihoods,healthcare,4_somewhat_yes,,,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,1_not_at_all,based_on_political_parties,other,1_not_at_all,do_not_have_warm_clothing,2_not_very_much,5_not_at_all,
Dolakha,Kavre,2,25-39,female,Dalit,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,4_somewhat_yes,3_neutral,family_members
Dolakha,Kavre,6,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,clean_water,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Kavre,6,40-54,female,Chhetri,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),livelihoods,healthcare,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,3_neutral,how_to_get_shelter_materials,how_to_register_for_access_support,3_neutral,ngo_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dolakha,Kavre,6,55+,female,Chhetri,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,education,2_not_very_much,Government_plans_unclear,government_does_not_listen_to_my_concern,3_neutral,how_to_get_shelter_materials,news_about_government_decision,2_not_very_much,was_promised_relief_but_never_received,ngo_plans_unclear,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Kavre,6,55+,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,clean_water,3_neutral,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,3_neutral,was_promised_relief_but_never_received,ngo_do_not_listen_to_my_concerns,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dolakha,Nambdu,6,40-54,female,Chhetri,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,toilets_sanitation,3_neutral,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,ngo_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Nambdu,6,25-39,female,Chhetri,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),psychosocial_counseling,toilets_sanitation,3_neutral,reconstruction_process_taking_too_long,donêt_know_where_distribution_sites_are,4_somewhat_yes,,,3_neutral,renters_excluded_from_distribution,donêt_know_where_distribution_sites_are,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,2_not_very_much,4_not_very_much,
Dolakha,Nambdu,7,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,toilets_sanitation,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dolakha,Nambdu,7,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),toilets_sanitation,financial_support,3_neutral,reconstruction_process_taking_too_long,was_promised_relief_but_never_received,3_neutral,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,3_neutral,renters_excluded_from_distribution,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Nambdu,7,15-24,female,Chhetri,,farmer_laborer,,no_difficulty,3_neutral,financial_support,long_term_shelter__housing,healthcare,2_not_very_much,relifef_distributed_based_on_first_come_first_served,government_plans_unclear,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,first_come_first_served,based_political_parties,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Nambdu,7,25-39,female,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,toilets_sanitation,financial_support,long_term_shelter__housing,3_neutral,relifef_distributed_based_on_political_parties,not_included_in_distributions,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dolakha,Laduk,4,40-54,male,other,not mentioned,government_ser,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,healthcare,3_neutral,reconstruction_process_taking_too_long,government_plans_unclear,1_not_at_all,how_to_get_shelter_materials,how_to_register_for_access_support,3_neutral,ngo_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Dolakha,Laduk,4,25-39,male,Tamang,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,2_not_very_much,Government_plans_unclear,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_political_parties,1_not_at_all,based_on_political_parties,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,,
Dolakha,Sunakhani,3,25-39,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,do_not_trust_NGOs,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
