Agency,Date,District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JS,B2JS,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JS,H0JS,I0JS,J0JS,J1JS,J2JS
accountability,2015-07-13,dolakha,Laduk,8,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,financial_support,long_term_shelter__housing,seeds_and_fertilizers,2___very_little,cash_for_work,food_aid,2___very_little,news_about_government_decision,how_to_get_shelter_materials,3___neutral,building_mater,seeds_and_fert,2___very_little,joint_families,based_on_dista,3___neutral,2___not_very_m,4___mostly_yes,2___very_little,livelihoods,financial_support
accountability,2015-07-15,dolakha,mirge,9,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,long_term_shelter__housing,livelihoods,financial_support,2___very_little,cash_for_work,seeds_and_fert,4___mostly_yes,n/a,n/a,3___neutral,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,3___neutral,4___mostly_yes,don_t_know,n/a,n/a
accountability,2015-07-16,dolakha,kabre,1,40_54,male,chhetri,n/a,government_service__i_e__teach,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,toilets_sanitation,livelihoods,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,3___neutral,building_mater,cash_for_work,3___neutral,first_come__fi,based_on_dista,2___very_little,3___neutral,4___mostly_yes,don_t_know,n/a,n/a
accountability,2015-07-14,dolakha,mirge,9,25_39,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,short_term_shelter__tent_shelt,financial_support,seeds_and_fertilizers,2___very_little,building_mater,cash_for_work,2___very_little,how_to_get_shelter_materials,how_to_get_healthcare_psycholo,1___not_at_all,building_mater,cash_for_work,2___very_little,first_come__fi,based_on_dista,3___neutral,1___not_at_all,2___very_little,n/a,n/a,n/a
accountability,2015-07-16,dolakha,kabre,1,25_39,female,chhetri,n/a,government_service__i_e__teach,n/a,no_difficulty,3___neutral,long_term_shelter__housing,livelihoods,financial_support,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,livelihoods
accountability,2015-07-14,dolakha,mirge,9,55,male,other,sherpa,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,refused,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,2___not_very_m,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-16,dolakha,kabre,1,40_54,female,brahmin,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,3___neutral,building_mater,seeds_and_fert,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,3___neutral,first_come__fi,only_if_damage,4___mostly_yes,4___mostly_yes,5___completely_yes,2___very_little,clean_water,option_18
accountability,2015-07-13,dolakha,Laduk,8,25_39,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,seeds_and_fertilizers,financial_support,2___very_little,cash_for_work,food_aid,3___neutral,news_about_government_decision,how_to_get_shelter_materials,2___very_little,cash_for_work,building_mater,3___neutral,based_on_dista,first_come__fi,2___very_little,1___not_at_all,don_t_know,n/a,n/a,n/a
accountability,2015-07-16,dolakha,kabre,1,40_54,male,chhetri,n/a,government_service__i_e__teach,n/a,yes__some_diff,2___very_little,livelihoods,healthcare,education,2___very_little,housing_inspec,building_mater,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,2___not_very_m,2___very_little,don_t_know,n/a,n/a
accountability,2015-07-13,dolakha,mirge,8,25_39,female,dalit,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,clean_water,toilets_sanitation,refused,n/a,n/a,4___mostly_yes,n/a,n/a,3___neutral,food_aid,cash_for_work,5___completely_yes,n/a,n/a,5___completely_yes,2___not_very_m,4___mostly_yes,5___completely_yes,n/a,n/a
accountability,2015-07-15,dolakha,namdu,4,40_54,male,chhetri,n/a,government_service__i_e__teach,n/a,no_difficulty,2___very_little,long_term_shelter__housing,clean_water,financial_support,2___very_little,cash_for_work,building_mater,4___mostly_yes,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,2___not_very_m,3___neutral,don_t_know,n/a,n/a
accountability,2015-07-13,dolakha,mirge,8,40_54,female,chhetri,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,2___very_little,building_mater,cash_for_work,3___neutral,how_to_register_for_access_sup,how_to_get_shelter_materials,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,3___neutral,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,livelihoods
accountability,2015-07-15,dolakha,namdu,4,25_39,female,brahmin,n/a,government_service__i_e__teach,n/a,no_difficulty,2___very_little,long_term_shelter__housing,healthcare,toilets_sanitation,2___very_little,cash_for_work,building_mater,2___very_little,how_to_register_for_access_sup,finding_missing_people,2___very_little,cash_for_work,building_mater,4___mostly_yes,n/a,n/a,2___very_little,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,option_15
accountability,2015-07-16,dolakha,namdu,4,25_39,female,brahmin,n/a,government_service__i_e__teach,n/a,no_difficulty,3___neutral,long_term_shelter__housing,livelihoods,education,2___very_little,building_mater,cash_for_work,3___neutral,how_to_get_shelter_materials,how_to_register_for_access_sup,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,livelihoods
accountability,2015-07-13,dolakha,mirge,8,55,male,dalit,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,healthcare,financial_support,2___very_little,building_mater,cash_for_work,3___neutral,how_to_get_healthcare_psycholo,how_to_get_shelter_materials,3___neutral,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,3___neutral,2___not_very_m,3___neutral,don_t_know,n/a,n/a
accountability,2015-07-13,dolakha,Laduk,8,15_24,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,education,healthcare,3___neutral,housing_inspec,cash_for_work,2___very_little,news_about_government_decision,how_to_get_shelter_materials,3___neutral,seeds_and_fert,food_aid,2___very_little,first_come__fi,based_on_dista,2___very_little,1___not_at_all,3___neutral,3___neutral,financial_support,psychosocial_counseling
accountability,2015-07-15,dolakha,namdu,4,40_54,male,brahmin,n/a,ngo_worker_business,n/a,no_difficulty,2___very_little,long_term_shelter__housing,financial_support,livelihoods,3___neutral,building_mater,cash_for_work,5___completely_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,3___neutral,4___mostly_yes,don_t_know,n/a,n/a
accountability,2015-07-13,dolakha,mirge,8,40_54,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,3___neutral,how_to_register_for_access_sup,how_to_get_shelter_materials,2___very_little,cash_for_work,seeds_and_fert,5___completely_yes,n/a,n/a,4___mostly_yes,3___neutral,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-15,dolakha,namdu,4,25_39,male,dalit,n/a,government_service__i_e__teach,n/a,no_difficulty,2___very_little,long_term_shelter__housing,education,livelihoods,2___very_little,cash_for_work,building_mater,4___mostly_yes,n/a,n/a,2___very_little,cash_for_work,building_mater,2___very_little,first_come__fi,based_on_dista,2___very_little,3___neutral,3___neutral,don_t_know,n/a,n/a
accountability,2015-07-13,dolakha,mirge,8,25_39,male,dalit,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,2___very_little,livelihoods,long_term_shelter__housing,financial_support,2___very_little,cash_for_work,building_mater,3___neutral,how_to_register_for_access_sup,how_to_get_shelter_materials,2___very_little,cash_for_work,cash_for_work,5___completely_yes,n/a,n/a,2___very_little,3___neutral,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-15,dolakha,Babare,3,25_39,male,dalit,n/a,government_service__i_e__teach,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,livelihoods,seeds_and_fertilizers,1___not_at_all,cash_for_work,building_mater,2___very_little,how_to_get_healthcare_psycholo,news_about_government_decision,2___very_little,cash_for_work,building_mater,4___mostly_yes,n/a,n/a,1___not_at_all,2___not_very_m,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-15,dolakha,Babare,3,25_39,male,other,Marginalized (Thami),skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,livelihoods,2___very_little,seeds_and_fert,cash_for_work,2___very_little,news_about_government_decision,how_to_get_shelter_materials,2___very_little,food_aid,cash_for_work,1___not_at_all,based_on_caste,first_come__fi,1___not_at_all,1___not_at_all,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-14,dolakha,babare,3,25_39,female,dalit,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,healthcare,toilets_sanitation,1___not_at_all,seeds_and_fert,building_mater,1___not_at_all,how_to_get_healthcare_psycholo,how_to_get_shelter_materials,2___very_little,cash_for_work,seeds_and_fert,1___not_at_all,joint_families,first_come__fi,2___very_little,1___not_at_all,2___very_little,2___very_little,long_term_shelter__housing,healthcare
accountability,2015-07-15,dolakha,Babare,3,40_54,female,other,Marginalized (Thami),ngo_worker_business,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,livelihoods,2___very_little,cash_for_work,seeds_and_fert,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,2___very_little,building_mater,food_aid,1___not_at_all,first_come__fi,joint_families,2___very_little,1___not_at_all,4___mostly_yes,2___very_little,healthcare,livelihoods
accountability,2015-07-14,dolakha,babare,3,40_54,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,livelihoods,long_term_shelter__housing,seeds_and_fertilizers,1___not_at_all,cash_for_work,food_aid,1___not_at_all,how_to_register_for_access_sup,how_to_replace_personal_docume,don_t_know,n/a,n/a,4___mostly_yes,n/a,n/a,3___neutral,1___not_at_all,5___completely_yes,don_t_know,n/a,n/a
accountability,2015-07-14,dolakha,Mirge VDC,9,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,livelihoods,financial_support,2___very_little,cash_for_work,building_mater,5___completely_yes,n/a,n/a,3___neutral,cash_for_work,building_mater,4___mostly_yes,n/a,n/a,2___very_little,3___neutral,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-15,gorkha,bukati,4,40_54,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,1___not_at_all,first_come__fi,based_on_polit,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-17,gorkha,gorkha,9,15_24,female,janajati,n/a,ngo_worker_business,n/a,yes__some_diff,1___not_at_all,livelihoods,seeds_and_fertilizers,other,refused,n/a,n/a,2___very_little,news_about_government_decision,how_to_register_for_access_sup,3___neutral,cash_for_work,option_6,2___very_little,first_come__fi,because_people,3___neutral,1___not_at_all,2___very_little,1___not_at_all,long_term_shelter__housing,financial_support
accountability,2015-07-15,gorkha,Bukot,4,40_54,male,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,based_on_caste,based_on_polit,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,gorkha,9,55,female,dalit,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,clean_water,refused,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,how_to_get_shelter_materials,refused,n/a,n/a,2___very_little,based_on_dista,first_come__fi,1___not_at_all,1___not_at_all,3___neutral,1___not_at_all,short_term_shelter__tent_shelt,financial_support
accountability,2015-07-16,gorkha,gorkha,9,refused,female,janajati,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,clean_water,other,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,2___very_little,building_mater,cash_for_work,1___not_at_all,first_come__fi,based_on_dista,1___not_at_all,2___not_very_m,1___not_at_all,1___not_at_all,clean_water,other
accountability,2015-07-15,gorkha,Bukhot,6,40_54,male,janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,seeds_and_fertilizers,financial_support,1___not_at_all,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,3___neutral,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,gorkha,9,55,female,janajati,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,clean_water,seeds_and_fertilizers,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,1___not_at_all,building_mater,cash_for_work,2___very_little,first_come__fi,because_people,2___very_little,3___neutral,2___very_little,don_t_know,n/a,n/a
accountability,2015-07-15,gorkha,Bukot,4,40_54,male,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,based_on_caste,based_on_polit,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,gorkha,9,40_54,male,dalit,n/a,farmer_laborer,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,financial_support,clean_water,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,refused,n/a,n/a,2___very_little,first_come__fi,based_on_dista,2___very_little,3___neutral,don_t_know,n/a,n/a,n/a
accountability,2015-07-31,gorkha,gorkha,9,55,male,newar,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,long_term_shelter__housing,financial_support,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,1___not_at_all,building_mater,building_mater,2___very_little,first_come__fi,because_people,1___not_at_all,2___not_very_m,don_t_know,n/a,n/a,n/a
accountability,2015-07-15,gorkha,bungkot,4,15_24,female,newar,n/a,other,Student,no_difficulty,4___mostly_yes,n/a,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,first_come__fi,based_on_polit,5___completely_yes,2___not_very_m,4___mostly_yes,2___very_little,gender_based_violence,healthcare
accountability,2015-07-16,gorkha,gorkha,9,15_24,male,newar,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,livelihoods,other,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_replace_personal_docume,refused,n/a,n/a,2___very_little,based_on_polit,because_people,2___very_little,1___not_at_all,don_t_know,n/a,n/a,n/a
accountability,2015-07-15,gorkha,Bungkot,4,40_54,male,newar,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,toilets_sanitation,clean_water,1___not_at_all,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,1___not_at_all,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,5___completely_yes,refused,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,gorkha,9,25_39,male,dalit,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,1___not_at_all,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,2___very_little,cash_for_work,building_mater,don_t_know,n/a,n/a,2___very_little,1___not_at_all,3___neutral,n/a,n/a,n/a
accountability,2015-07-15,gorkha,Bungkot,4,40_54,male,brahmin,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,1___not_at_all,building_mater,cash_for_work,1___not_at_all,finding_missing_people,how_to_get_shelter_materials,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,gorkha,9,40_54,male,janajati,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,clean_water,seeds_and_fertilizers,refused,n/a,n/a,2___very_little,news_about_government_decision,how_to_register_for_access_sup,refused,n/a,n/a,1___not_at_all,first_come__fi,based_on_polit,2___very_little,3___neutral,don_t_know,n/a,n/a,n/a
accountability,2015-07-15,gorkha,Bungkot,4,40_54,female,brahmin,n/a,other,Housewife,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,toilets_sanitation,education,4___mostly_yes,n/a,n/a,1___not_at_all,how_to_get_shelter_materials,how_to_register_for_access_sup,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,1___not_at_all,gender_based_violence,other
accountability,2015-07-15,gorkha,gorkha,8,40_54,female,chhetri,n/a,ngo_worker_business,n/a,yes__some_diff,3___neutral,clean_water,seeds_and_fertilizers,other,refused,n/a,n/a,1___not_at_all,how_to_get_healthcare_psycholo,how_to_replace_personal_docume,2___very_little,housing_inspec,building_mater,2___very_little,because_people,other,2___very_little,3___neutral,2___very_little,1___not_at_all,financial_support,other
accountability,2015-07-15,gorkha,gorkha,8,25_39,male,chhetri,n/a,ngo_worker_business,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,clean_water,other,refused,n/a,n/a,2___very_little,news_about_government_decision,how_to_get_shelter_materials,refused,n/a,n/a,1___not_at_all,first_come__fi,because_people,1___not_at_all,2___not_very_m,2___very_little,n/a,n/a,n/a
accountability,2015-07-15,gorkha,Bungkot,4,40_54,male,newar,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,seeds_and_fertilizers,clean_water,1___not_at_all,building_mater,cash_for_work,2___very_little,finding_missing_people,how_to_get_shelter_materials,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-15,gorkha,gorkha,8,15_24,female,dalit,n/a,government_service__i_e__teach,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,2___very_little,housing_inspec,option_6,3___neutral,first_come__fi,because_people,3___neutral,3___neutral,3___neutral,3___neutral,toilets_sanitation,other
accountability,2015-07-15,gorkha,Bungkot,4,25_39,male,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,1___not_at_all,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-14,gorkha,Bukot,3,25_39,female,newar,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,2___very_little,option_6,option_6,4___mostly_yes,n/a,n/a,5___completely_yes,4___mostly_yes,5___completely_yes,2___very_little,toilets_sanitation,gender_based_violence
accountability,2015-07-17,gorkha,manbu,1,40_54,male,gurung,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,refused,n/a,n/a,refused,n/a,n/a,5___completely_yes,n/a,n/a,4___mostly_yes,4___mostly_yes,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-14,gorkha,Bungkot,3,40_54,male,janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,long_term_shelter__housing,toilets_sanitation,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,2___not_very_m,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,thigureswaraa,8,40_54,male,other,not ava,farmer_laborer,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,financial_support,seeds_and_fertilizers,refused,n/a,n/a,1___not_at_all,how_to_replace_personal_docume,news_about_government_decision,refused,n/a,n/a,2___very_little,first_come__fi,based_on_dista,2___very_little,3___neutral,3___neutral,n/a,n/a,n/a
accountability,2015-07-17,gorkha,manbu,1,25_39,female,gurung,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,1___not_at_all,5___completely,4___mostly_yes,4___mostly_yes,n/a,n/a
accountability,2015-07-14,gorkha,Bungkot,3,55,male,brahmin,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,healthcare,toilets_sanitation,1___not_at_all,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,4___mostly_yes,n/a,n/a,1___not_at_all,first_come__fi,based_on_polit,5___completely_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-17,gorkha,manbu,1,15_24,female,gurung,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,food,healthcare,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,1___not_at_all,4___mostly_yes,5___completely_yes,4___mostly_yes,n/a,n/a
accountability,2015-07-15,gorkha,thiyureswaraa,8,40_54,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,clean_water,seeds_and_fertilizers,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,refused,n/a,n/a,1___not_at_all,other,because_people,3___neutral,1___not_at_all,1___not_at_all,n/a,n/a,n/a
accountability,2015-07-17,gorkha,manbu,1,25_39,male,gurung,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,1___not_at_all,4___mostly_yes,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-17,gorkha,manbu,1,55,female,gurung,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,4___mostly_yes,n/a,n/a
accountability,2015-07-15,gorkha,thigureswaraa,8,40_54,male,other,not mention,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,5___completely_yes,n/a,n/a,1___not_at_all,other,based_on_dista,5___completely_yes,5___completely,1___not_at_all,n/a,n/a,n/a
accountability,2015-07-16,gorkha,manbu,8,15_24,female,dalit,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,3___neutral,cash_for_work,seeds_and_fert,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,5___completely_yes,n/a,n/a
accountability,2015-07-14,gorkha,Bungkot,3,15_24,male,newar,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,1___not_at_all,building_mater,cash_for_work,5___completely_yes,n/a,n/a,2___very_little,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,manbu,1,40_54,male,dalit,n/a,other,business,no_difficulty,5___completely_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,3___neutral,5___completely,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-14,gorkha,Bungkot,3,55,male,newar,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,education,seeds_and_fertilizers,1___not_at_all,building_mater,cash_for_work,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a
accountability,2015-07-15,gorkha,thigureswaraa,8,15_24,female,janajati,n/a,other,not mention,yes__a_lot_of_,2___very_little,long_term_shelter__housing,financial_support,seeds_and_fertilizers,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,refused,n/a,n/a,don_t_know,n/a,n/a,2___very_little,1___not_at_all,3___neutral,3___neutral,long_term_shelter__housing,financial_support
accountability,2015-07-16,gorkha,manbu,8,40_54,female,gurung,n/a,skilled_worker__i_e__carpenter,n/a,yes__some_diff,1___not_at_all,healthcare,clean_water,financial_support,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,1___not_at_all,livelihoods,healthcare
accountability,2015-07-15,gorkha,thigureswaraa,8,40_54,female,other,not mention,farmer_laborer,n/a,yes__some_diff,2___very_little,clean_water,financial_support,long_term_shelter__housing,refused,n/a,n/a,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,refused,n/a,n/a,2___very_little,first_come__fi,because_people,2___very_little,3___neutral,2___very_little,3___neutral,long_term_shelter__housing,clean_water
accountability,2015-07-15,gorkha,thigureswaraa,8,55,female,janajati,n/a,other,not mention,cannot_do_at_a,2___very_little,long_term_shelter__housing,financial_support,seeds_and_fertilizers,refused,n/a,n/a,1___not_at_all,other,how_to_register_for_access_sup,refused,n/a,n/a,1___not_at_all,other,because_people,2___very_little,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,financial_support
accountability,2015-07-17,gorkha,manbu,8,55,male,other,ghale,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,3___neutral,cash_for_work,housing_inspec,5___completely_yes,n/a,n/a,don_t_know,3___neutral,5___completely_yes,n/a,n/a,n/a
accountability,2015-07-16,gorkha,manbu,8,15_24,male,tamang,n/a,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,5___completely_yes,n/a,n/a,5___completely_yes,n/a,n/a,3___neutral,cash_for_work,building_mater,5___completely_yes,n/a,n/a,3___neutral,5___completely,4___mostly_yes,don_t_know,n/a,n/a
accountability,2015-07-14,gorkha,bungkot,3,25_39,male,janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,financial_support,toilets_sanitation,1___not_at_all,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,4___mostly_yes,n/a,n/a,4___mostly_yes,n/a,n/a,5___completely_yes,4___mostly_yes,5___completely_yes,n/a,n/a,n/a
